ID,level,trial,time_played,N_attempt,done,expectancy,SoC,crashed,N_drift,N_prior_crashs,SoC_last_trial,trials_since_last_crash,crashed_in_last_trial,consecutive_crash_success,N_consecutive_crash_success
SA24RG,66,126,9.832932472229004,1,False,5,4,1,2,98,6.0,0,0,0,20
SA24RG,6,127,18.78600668907165,3,True,5,6,0,4,99,4.0,1,1,1,21
SA24RG,42,128,23.684442281723022,3,True,6,6,0,4,99,6.0,2,0,0,21
SA24RG,62,129,19.907525539398197,1,True,6,6,0,4,99,6.0,3,0,0,21
SA24RG,67,130,8.071670532226562,1,False,6,4,1,2,99,6.0,0,0,0,21
SA24RG,5,131,17.75639796257019,3,True,5,6,0,4,100,4.0,1,1,1,22
SA24RG,73,132,17.004546403884888,3,True,5,6,0,4,100,6.0,2,0,0,22
SA24RG,31,133,21.02594304084778,1,True,6,6,0,4,100,6.0,3,0,0,22
SA24RG,27,134,15.991387605667114,2,False,6,4,1,4,100,6.0,0,0,0,22
SA24RG,63,135,16.529342651367188,1,True,5,6,0,4,101,4.0,1,1,1,23
SA24RG,20,136,14.70242428779602,3,False,5,5,1,1,101,6.0,0,0,0,23
SA24RG,67,137,14.89750909805298,2,False,6,3,1,2,102,5.0,1,1,0,23
SA24RG,19,138,12.221316576004028,2,False,6,5,1,3,103,3.0,2,1,0,23
SA24RG,47,139,17.22370457649231,3,True,5,6,0,4,104,5.0,1,1,1,24
SA24RG,71,140,17.582313299179077,2,True,4,6,0,4,104,6.0,2,0,0,24
SA24RG,52,141,17.176091194152832,3,False,6,5,1,4,104,6.0,0,0,0,24
SA24RG,17,142,16.664528369903564,2,True,6,6,0,4,105,5.0,1,1,1,25
SA24RG,66,143,19.46642565727234,2,True,4,6,0,4,105,6.0,2,0,0,25
SA24RG,21,144,6.843198776245117,3,False,4,4,1,1,105,6.0,0,0,0,25
SA24RG,48,145,20.067273378372192,2,True,5,6,0,4,106,4.0,1,1,1,26
SA24RG,70,146,7.235613584518433,3,False,6,4,1,1,106,6.0,0,0,0,26
SA24RG,58,147,5.484145879745483,3,False,6,4,1,1,107,4.0,1,1,0,26
SA24RG,29,148,5.061139583587647,2,False,6,4,1,1,108,4.0,2,1,0,26
SA24RG,3,149,7.2249977588653564,3,False,6,4,1,1,109,4.0,3,1,0,26
SA24RG,18,150,14.690916061401367,1,False,6,3,1,4,110,4.0,4,1,0,26
SA24RG,68,151,9.253267526626589,1,False,4,4,1,1,111,3.0,5,1,0,26
SA24RG,50,152,17.36289358139038,2,True,4,5,0,4,112,4.0,1,1,1,27
SA24RG,22,153,10.531053066253662,3,False,4,3,1,2,112,5.0,0,0,0,27
SA24RG,49,154,25.886759519577023,2,False,5,5,1,3,113,3.0,1,1,0,27
SA24RG,27,155,6.993891716003418,3,False,4,4,1,1,114,5.0,2,1,0,27
SA24RG,29,156,5.877852439880371,3,False,6,3,1,1,115,4.0,3,1,0,27
SA24RG,1,157,18.01659560203552,3,True,3,6,0,4,116,3.0,1,1,1,28
SA24RG,30,158,14.42745327949524,3,False,4,3,1,4,116,6.0,0,0,0,28
SA24RG,51,159,9.239652156829834,2,False,5,2,1,1,117,3.0,1,1,0,28
SA24RG,10,160,16.043513298034668,3,False,4,3,1,3,118,2.0,2,1,0,28
SA24RG,49,161,41.38065361976624,3,True,5,5,0,4,119,3.0,1,1,1,29
SA24RG,34,162,7.8274664878845215,3,False,5,3,1,1,119,5.0,0,0,0,29
SA24RG,19,163,15.335903406143188,3,False,5,4,1,4,120,3.0,1,1,0,29
SA24RG,67,164,16.748707056045532,3,True,5,6,0,4,121,4.0,1,1,1,30
SA24RG,69,165,9.52290964126587,2,False,6,3,1,2,121,6.0,0,0,0,30
SA24RG,8,166,13.332912683486938,2,False,5,3,1,3,122,3.0,1,1,0,30
SA24RG,65,167,7.521057605743408,3,False,6,3,1,1,123,3.0,2,1,0,30
SA24RG,13,168,18.104717254638672,1,True,5,6,0,4,124,3.0,1,1,1,31
SA24RG,2,169,21.15293264389038,2,True,5,5,0,4,124,6.0,2,0,0,31
SA24RG,11,170,12.779685020446776,3,False,5,4,1,3,124,5.0,0,0,0,31
SA24RG,61,171,17.42936110496521,2,True,6,6,0,4,125,4.0,1,1,1,32
SA24RG,68,172,16.739230632781982,2,True,4,6,0,4,125,6.0,2,0,0,32
SA24RG,39,173,10.399939060211182,3,False,5,5,1,2,125,6.0,0,0,0,32
SA24RG,18,174,13.10198163986206,2,False,5,3,1,3,126,5.0,1,1,0,32
SA24RG,8,175,19.30036854743957,3,True,6,6,0,4,127,3.0,1,1,1,33
SA24RG,16,176,14.733201026916504,2,False,6,4,1,4,127,6.0,0,0,0,33
SA24RG,12,177,16.902548789978027,1,True,6,6,0,4,128,4.0,1,1,1,34
SA24RG,14,178,18.652556657791138,2,True,5,5,0,4,128,6.0,2,0,0,34
SA24RG,18,179,14.6073100566864,3,False,5,3,1,3,128,5.0,0,0,0,34
SA24RG,16,180,8.997578382492065,3,False,5,3,1,2,129,3.0,1,1,0,34
SA24RG,69,181,9.08041787147522,3,False,6,4,1,2,130,3.0,2,1,0,34
SA24RG,54,182,22.003713369369507,3,True,5,5,0,4,131,4.0,1,1,1,35
SA24RG,51,183,17.05660843849182,3,False,5,4,1,3,131,5.0,0,0,0,35
RO14IN,24,0,18.40657210350037,1,False,5,3,1,3,0,4.0,1,1,0,0
RO14IN,34,1,10.98902988433838,1,False,5,3,1,1,1,3.0,2,1,0,0
RO14IN,55,2,9.021661758422852,1,False,5,3,1,1,2,3.0,3,1,0,0
RO14IN,75,3,13.621337175369264,1,False,3,2,1,1,3,3.0,4,1,0,0
RO14IN,48,4,16.435840606689453,1,False,3,4,1,3,4,2.0,5,1,0,0
RO14IN,62,5,6.11879563331604,1,False,4,2,1,1,5,4.0,6,1,0,0
RO14IN,24,6,9.436005353927612,2,False,3,2,1,1,6,2.0,7,1,0,0
RO14IN,35,7,12.740077257156372,1,False,2,3,1,3,7,2.0,8,1,0,0
RO14IN,33,8,7.505754232406616,1,False,2,1,1,1,8,3.0,9,1,0,0
RO14IN,71,9,12.943803071975708,1,False,1,2,1,2,9,1.0,10,1,0,0
RO14IN,48,10,12.619800329208374,2,False,3,3,1,3,10,2.0,11,1,0,0
RO14IN,55,11,20.60378670692444,2,False,3,5,1,4,11,3.0,12,1,0,0
RO14IN,42,12,18.945575952529907,1,True,4,6,0,4,12,5.0,1,1,1,1
RO14IN,22,13,8.370248556137085,1,False,4,1,1,1,12,6.0,0,0,0,1
RO14IN,12,14,9.779274225234984,1,False,3,2,1,2,13,1.0,1,1,0,1
RO14IN,65,15,7.574735879898071,1,False,4,1,1,0,14,2.0,2,1,0,1
RO14IN,50,16,7.143199920654297,1,False,2,1,1,1,15,1.0,3,1,0,1
RO14IN,32,17,8.743271827697754,1,False,4,2,1,2,16,1.0,4,1,0,1
RO14IN,15,18,6.034552812576294,1,False,3,1,1,1,17,2.0,5,1,0,1
RO14IN,65,19,12.093763589859009,2,False,1,2,1,3,18,1.0,6,1,0,1
RO14IN,46,20,19.461338996887207,1,True,3,5,0,4,19,2.0,1,1,1,2
RO14IN,51,21,8.255835056304932,1,False,4,1,1,1,19,5.0,0,0,0,2
RO14IN,32,22,18.178744316101078,2,False,3,5,1,4,20,1.0,1,1,0,2
RO14IN,43,23,12.25468683242798,1,False,3,2,1,2,21,5.0,2,1,0,2
RO14IN,35,24,17.978516578674316,2,True,3,6,0,4,22,2.0,1,1,1,3
RO14IN,24,25,6.704629182815552,3,False,5,2,1,1,22,6.0,0,0,0,3
RO14IN,72,26,7.296506881713867,1,False,3,2,1,1,23,2.0,1,1,0,3
RO14IN,21,27,9.248192548751833,1,False,4,2,1,2,24,2.0,2,1,0,3
RO14IN,3,28,7.30901837348938,1,False,3,1,1,1,25,2.0,3,1,0,3
RO14IN,38,29,14.61579418182373,1,False,4,3,1,3,26,1.0,4,1,0,3
RO14IN,15,30,9.694769382476808,2,False,3,2,1,2,27,3.0,5,1,0,3
RO14IN,47,31,13.23778772354126,1,False,3,4,1,3,28,2.0,6,1,0,3
RO14IN,3,32,7.674610614776611,2,False,4,1,1,1,29,4.0,7,1,0,3
RO14IN,1,33,17.358349084854126,1,False,4,2,1,4,30,1.0,8,1,0,3
RO14IN,34,34,8.870575189590454,2,False,3,1,1,1,31,2.0,9,1,0,3
RO14IN,1,35,17.72297191619873,2,True,4,7,0,4,32,1.0,1,1,1,4
RO14IN,44,36,18.131595611572266,1,True,5,7,0,4,32,7.0,2,0,0,4
RO14IN,49,37,11.822601318359377,1,False,6,4,1,2,32,7.0,0,0,0,4
RO14IN,73,38,5.7027246952056885,1,False,5,1,1,1,33,4.0,1,1,0,4
RO14IN,22,39,18.470519065856934,2,True,5,7,0,4,34,1.0,1,1,1,5
RO14IN,36,40,7.763994693756103,1,False,6,3,1,1,34,7.0,0,0,0,5
RO14IN,73,41,15.24900770187378,2,False,5,3,1,1,35,3.0,1,1,0,5
RO14IN,56,42,21.857853651046756,1,True,5,7,0,4,36,3.0,1,1,1,6
RO14IN,4,43,12.893801212310793,1,False,6,5,1,3,36,7.0,0,0,0,6
RO14IN,58,44,8.054394721984863,1,False,6,5,1,1,37,5.0,1,1,0,6
RO14IN,66,45,14.935504913330078,1,False,5,4,1,2,38,5.0,2,1,0,6
RO14IN,49,46,18.04832553863525,2,True,5,6,0,4,39,4.0,1,1,1,7
RO14IN,36,47,12.520854949951172,2,False,6,5,1,3,39,6.0,0,0,0,7
RO14IN,34,48,10.152600526809692,3,False,5,5,1,2,40,5.0,1,1,0,7
RO14IN,68,49,8.486471891403198,1,False,6,4,1,1,41,5.0,2,1,0,7
RO14IN,14,50,17.628689289093018,1,True,5,7,0,4,42,4.0,1,1,1,8
RO14IN,64,51,11.263941049575806,1,False,6,5,1,2,42,7.0,0,0,0,8
RO14IN,64,52,9.17330551147461,2,False,6,5,1,2,43,5.0,1,1,0,8
RO14IN,50,53,13.992329597473145,2,False,6,5,1,3,44,5.0,2,1,0,8
RO14IN,28,54,9.686405897140505,1,False,5,6,1,1,45,5.0,3,1,0,8
RO14IN,30,55,8.834415912628174,1,False,5,5,1,1,46,6.0,4,1,0,8
RO14IN,80,56,18.685960054397583,1,True,5,7,0,4,47,5.0,1,1,1,9
RO14IN,48,57,9.258342504501345,3,False,6,6,1,1,47,7.0,0,0,0,9
RO14IN,7,58,12.4228413105011,1,False,6,6,1,3,48,6.0,1,1,0,9
RO14IN,70,59,19.809041261672974,1,False,6,6,1,4,49,6.0,2,1,0,9
RO14IN,64,60,16.374289751052856,3,False,6,5,1,4,50,6.0,3,1,0,9
RO14IN,51,61,10.344615697860718,2,False,6,5,1,2,51,5.0,4,1,0,9
RO14IN,61,62,17.17881965637207,1,True,5,6,0,4,52,5.0,1,1,1,10
RO14IN,8,63,13.810816764831545,1,False,6,5,1,3,52,6.0,0,0,0,10
RO14IN,63,64,13.147074937820436,1,False,6,4,1,3,53,5.0,1,1,0,10
RO14IN,18,65,19.853201627731323,1,True,6,6,0,4,54,4.0,1,1,1,11
RO14IN,21,66,9.749157667160034,2,False,6,4,1,2,54,6.0,0,0,0,11
RO14IN,13,67,8.065555810928345,1,False,6,3,1,1,55,4.0,1,1,0,11
RO14IN,17,68,10.022065162658691,1,False,5,3,1,2,56,3.0,2,1,0,11
RO14IN,30,69,11.644010066986084,2,False,5,4,1,2,57,3.0,3,1,0,11
RO14IN,8,70,11.181267261505129,2,False,4,3,1,1,58,4.0,4,1,0,11
RO14IN,65,71,18.30793118476868,3,True,4,6,0,4,59,3.0,1,1,1,12
RO14IN,9,72,17.40183734893799,1,True,5,7,0,4,59,6.0,2,0,0,12
RO14IN,3,73,8.934736013412476,3,False,6,5,1,1,59,7.0,0,0,0,12
RO14IN,6,74,17.47300410270691,1,True,6,7,0,4,60,5.0,1,1,1,13
RO14IN,41,75,10.169299364089966,1,False,6,5,1,2,60,7.0,0,0,0,13
RO14IN,11,76,10.639851808547974,1,False,6,4,1,2,61,5.0,1,1,0,13
RO14IN,45,77,17.146146774291992,1,True,6,7,0,4,62,4.0,1,1,1,14
RO14IN,72,78,10.52238416671753,2,False,6,3,1,2,62,7.0,0,0,0,14
RO14IN,71,79,30.27636742591858,2,False,6,5,1,3,63,3.0,1,1,0,14
RO14IN,58,80,6.4231040477752686,2,False,6,5,1,1,64,5.0,2,1,0,14
RO14IN,37,81,18.149152278900143,1,False,5,4,1,4,65,5.0,3,1,0,14
RO14IN,51,82,10.397660493850708,3,False,5,4,1,1,66,4.0,4,1,0,14
RO14IN,71,83,15.45176649093628,3,False,6,3,1,3,67,4.0,5,1,0,14
RO14IN,55,84,10.32383680343628,3,False,5,1,1,1,68,3.0,6,1,0,14
RO14IN,50,85,9.555514097213743,3,False,4,5,1,1,69,1.0,7,1,0,14
RO14IN,69,86,17.935004234313965,1,True,4,7,0,4,70,5.0,1,1,1,15
RO14IN,77,87,18.87446641921997,1,True,6,7,0,4,70,7.0,2,0,0,15
RO14IN,21,88,9.080241441726685,3,False,6,5,1,1,70,7.0,0,0,0,15
RO14IN,41,89,19.877077341079712,2,True,5,6,0,4,71,5.0,1,1,1,16
RO14IN,39,90,17.648744106292725,1,True,6,7,0,4,71,6.0,2,0,0,16
RO14IN,40,91,17.7468044757843,1,True,6,7,0,4,71,7.0,3,0,0,16
RO14IN,2,92,15.488818407058716,1,False,7,5,1,4,71,7.0,0,0,0,16
RO14IN,79,93,10.731350183486938,1,False,7,5,1,2,72,5.0,1,1,0,16
RO14IN,31,94,6.731732130050659,1,False,6,6,1,1,73,5.0,2,1,0,16
RO14IN,67,95,17.098756551742554,1,True,6,7,0,4,74,6.0,1,1,1,17
RO14IN,47,96,17.673311948776245,2,False,6,6,1,4,74,7.0,0,0,0,17
RO14IN,73,97,6.801466703414917,3,False,6,6,1,1,75,6.0,1,1,0,17
RO14IN,58,98,27.289904594421387,3,False,6,5,1,2,76,6.0,2,1,0,17
RO14IN,59,99,17.0385582447052,1,True,6,7,0,4,77,5.0,1,1,1,18
RO14IN,74,100,13.815906763076782,1,False,6,5,1,3,77,7.0,0,0,0,18
RO14IN,20,101,17.240256309509277,1,True,6,7,0,4,78,5.0,1,1,1,19
RO14IN,76,102,9.210995197296144,1,False,7,6,1,2,78,7.0,0,0,0,19
RO14IN,75,103,17.452563285827637,2,True,6,7,0,4,79,6.0,1,1,1,20
RO14IN,79,104,17.506993293762207,2,False,6,5,1,3,79,7.0,0,0,0,20
RO14IN,43,105,17.74557590484619,2,True,6,6,0,4,80,5.0,1,1,1,21
RO14IN,36,106,17.33769392967224,3,True,7,7,0,4,80,6.0,2,0,0,21
RO14IN,74,107,16.53443193435669,2,True,7,7,0,4,80,7.0,3,0,0,21
RO14IN,8,108,7.6157567501068115,3,False,7,6,1,1,80,7.0,0,0,0,21
RO14IN,76,109,13.67011284828186,2,False,6,6,1,3,81,6.0,1,1,0,21
RO14IN,25,110,16.900428771972656,1,True,7,7,0,4,82,6.0,1,1,1,22
RO14IN,13,111,10.48755168914795,2,False,7,5,1,2,82,7.0,0,0,0,22
RO14IN,33,112,5.581170797348023,2,False,6,6,1,1,83,5.0,1,1,0,22
RO14IN,70,113,12.99030065536499,2,False,6,6,1,3,84,6.0,2,1,0,22
RO14IN,33,114,5.62567663192749,3,False,6,6,1,1,85,6.0,3,1,0,22
RO14IN,30,115,16.384017944335938,3,True,6,6,0,4,86,6.0,1,1,1,23
RO14IN,23,116,17.133204460144043,1,True,6,7,0,4,86,6.0,2,0,0,23
RO14IN,27,117,16.124256372451782,1,False,7,6,1,4,86,7.0,0,0,0,23
RO14IN,57,118,17.560460090637207,1,True,6,7,0,4,87,6.0,1,1,1,24
RO14IN,32,119,16.650824546813965,3,True,7,7,0,4,87,7.0,2,0,0,24
RO14IN,7,120,6.815600872039795,2,False,7,6,1,2,87,7.0,0,0,0,24
RO14IN,62,121,17.315290212631226,2,True,6,7,0,4,88,6.0,1,1,1,25
RO14IN,10,122,17.30719232559204,1,True,7,7,0,4,88,7.0,2,0,0,25
RO14IN,19,123,7.17022442817688,1,False,7,7,1,1,88,7.0,0,0,0,25
RO14IN,53,124,8.865031003952026,1,False,7,6,1,1,89,7.0,1,1,0,25
RO14IN,66,125,17.395086765289307,2,True,7,7,0,4,90,6.0,1,1,1,26
RO14IN,15,126,6.195331573486328,3,False,7,6,1,1,90,7.0,0,0,0,26
RO14IN,5,127,16.984456777572632,1,True,7,7,0,4,91,6.0,1,1,1,27
RO14IN,72,128,16.784897804260254,3,True,7,6,0,4,91,7.0,2,0,0,27
RO14IN,70,129,7.951356649398804,3,False,7,7,1,1,91,6.0,0,0,0,27
RO14IN,76,130,17.042633056640625,3,True,7,7,0,4,92,7.0,1,1,1,28
RO14IN,4,131,16.79639720916748,2,True,7,7,0,4,92,7.0,2,0,0,28
RO14IN,54,132,16.248952388763428,1,False,7,7,1,4,92,7.0,0,0,0,28
RO14IN,29,133,5.509369611740112,1,False,7,6,1,1,93,7.0,1,1,0,28
RO14IN,60,134,17.3754141330719,1,True,7,7,0,4,94,6.0,1,1,1,29
RO14IN,31,135,16.78969144821167,2,True,7,7,0,4,94,7.0,2,0,0,29
RO14IN,27,136,15.168238401412964,2,False,7,6,1,4,94,7.0,0,0,0,29
RO14IN,68,137,5.769647121429443,2,False,7,5,1,1,95,6.0,1,1,0,29
RO14IN,63,138,16.008033752441406,2,False,7,6,1,4,96,5.0,2,1,0,29
RO14IN,52,139,10.240675687789915,1,False,7,4,1,2,97,6.0,3,1,0,29
RO14IN,79,140,9.57915472984314,3,False,7,6,1,2,98,4.0,4,1,0,29
RO14IN,7,141,17.510599374771118,3,True,6,6,0,4,99,6.0,1,1,1,30
RO14IN,13,142,17.00974750518799,3,False,6,5,1,4,99,6.0,0,0,0,30
RO14IN,26,143,18.08111977577209,1,True,5,6,0,4,100,5.0,1,1,1,31
RO14IN,54,144,21.62485098838806,2,True,6,7,0,4,100,6.0,2,0,0,31
RO14IN,29,145,5.849079608917236,2,False,7,6,1,1,100,7.0,0,0,0,31
RO14IN,68,146,7.644466161727905,3,False,7,4,1,1,101,6.0,1,1,0,31
RO14IN,16,147,9.579969882965088,1,False,6,5,1,2,102,4.0,2,1,0,31
RO14IN,2,148,18.228519201278687,2,True,6,7,0,4,103,5.0,1,1,1,32
RO14IN,53,149,11.259303092956545,2,False,7,5,1,2,103,7.0,0,0,0,32
RO14IN,16,150,10.88362956047058,2,False,6,5,1,3,104,5.0,1,1,0,32
RO14IN,28,151,20.69100022315979,2,False,6,6,1,4,105,5.0,2,1,0,32
RO14IN,38,152,17.42909073829651,2,True,6,7,0,4,106,6.0,1,1,1,33
RO14IN,47,153,19.65437650680542,3,False,7,5,1,4,106,7.0,0,0,0,33
RO14IN,53,154,17.40126657485962,3,True,6,7,0,4,107,5.0,1,1,1,34
RO14IN,12,155,16.744994401931763,2,True,7,7,0,4,107,7.0,2,0,0,34
RO14IN,27,156,17.421345233917236,3,False,7,6,1,4,107,7.0,0,0,0,34
RO14IN,16,157,10.7610445022583,3,False,6,3,1,3,108,6.0,1,1,0,34
RO14IN,17,158,14.86104965209961,2,False,7,7,1,3,109,3.0,2,1,0,34
RO14IN,19,159,11.70336413383484,2,False,6,6,1,3,110,7.0,3,1,0,34
RO14IN,52,160,10.385733366012571,2,False,6,6,1,2,111,6.0,4,1,0,34
RO14IN,19,161,11.44626522064209,3,False,6,6,1,3,112,6.0,5,1,0,34
RO14IN,78,162,16.51632332801819,1,True,6,7,0,4,113,6.0,1,1,1,35
RO14IN,29,163,9.273502588272097,3,False,7,5,1,2,113,7.0,0,0,0,35
RO14IN,11,164,17.551342964172363,2,True,6,6,0,4,114,5.0,1,1,1,36
RO14IN,52,165,17.28931474685669,3,True,7,7,0,4,114,6.0,2,0,0,36
RO14IN,28,166,16.608564138412476,3,True,7,7,0,4,114,7.0,3,0,0,36
RO14IN,63,167,16.467830181121826,3,True,7,7,0,4,114,7.0,4,0,0,36
RO14IN,17,168,13.809139490127563,3,False,7,6,1,3,114,7.0,0,0,0,36
RO14IN,37,169,17.364689588546753,2,True,6,6,0,4,115,6.0,1,1,1,37
TA31LN,75,0,13.039025783538818,1,False,4,4,1,1,0,6.0,0,0,0,0
TA31LN,44,1,13.670555353164673,1,False,4,3,1,3,1,4.0,1,1,0,0
TA31LN,68,2,11.30990719795227,1,False,3,3,1,1,2,3.0,2,1,0,0
TA31LN,65,3,12.432798624038696,1,False,3,3,1,3,3,3.0,3,1,0,0
TA31LN,4,4,20.14744758605957,1,True,1,4,0,4,4,3.0,1,1,1,1
TA31LN,34,5,10.248480081558228,1,False,3,3,1,1,4,4.0,0,0,0,1
TA31LN,19,6,10.029093980789185,1,False,3,3,1,1,5,3.0,1,1,0,1
TA31LN,19,7,13.326239824295044,2,False,3,4,1,4,6,3.0,2,1,0,1
TA31LN,15,8,15.15722155570984,1,False,3,5,1,4,7,4.0,3,1,0,1
TA31LN,3,9,18.950008392333984,1,True,3,5,0,4,8,5.0,1,1,1,2
TA31LN,8,10,13.297412872314451,1,False,3,3,1,2,8,5.0,0,0,0,2
TA31LN,77,11,15.660630702972412,1,False,3,3,1,2,9,3.0,1,1,0,2
TA31LN,80,12,10.57643175125122,1,False,3,3,1,3,10,3.0,2,1,0,2
TA31LN,72,13,6.508396148681641,1,False,3,2,1,1,11,3.0,3,1,0,2
TA31LN,50,14,6.404442310333252,1,False,2,2,1,1,12,2.0,4,1,0,2
TA31LN,48,15,10.997151613235474,1,False,2,2,1,3,13,2.0,5,1,0,2
TA31LN,74,16,15.348219394683838,1,False,2,2,1,3,14,2.0,6,1,0,2
TA31LN,21,17,9.705631732940674,1,False,2,2,1,2,15,2.0,7,1,0,2
TA31LN,42,18,6.20220685005188,1,False,2,2,1,1,16,2.0,8,1,0,2
TA31LN,71,19,18.072519302368164,1,True,2,3,0,4,17,2.0,1,1,1,3
TA31LN,46,20,17.17297077178955,1,True,2,3,0,4,17,3.0,2,0,0,3
TA31LN,45,21,15.776296854019163,1,True,2,4,0,4,17,3.0,3,0,0,3
TA31LN,2,22,16.240401029586792,1,False,3,3,1,3,17,4.0,0,0,0,3
TA31LN,20,23,11.411303758621216,1,False,2,3,1,2,18,3.0,1,1,0,3
TA31LN,30,24,6.749485015869141,1,False,3,3,1,1,19,3.0,2,1,0,3
TA31LN,1,25,17.476345777511597,1,True,3,4,0,4,20,3.0,1,1,1,4
TA31LN,2,26,9.290017366409302,2,False,3,4,1,2,20,4.0,0,0,0,4
TA31LN,44,27,16.531277179718018,2,True,3,6,0,4,21,4.0,1,1,1,5
TA31LN,72,28,11.27439546585083,2,False,3,5,1,1,21,6.0,0,0,0,5
TA31LN,69,29,9.6864013671875,1,False,3,5,1,2,22,5.0,1,1,0,5
TA31LN,68,30,14.015575408935549,2,False,3,5,1,4,23,5.0,2,1,0,5
TA31LN,60,31,5.714729070663452,1,False,3,5,1,1,24,5.0,3,1,0,5
TA31LN,11,32,10.175421714782717,1,False,3,3,1,2,25,5.0,4,1,0,5
TA31LN,28,33,8.980452299118042,1,False,3,3,1,1,26,3.0,5,1,0,5
TA31LN,38,34,7.76641583442688,1,False,3,3,1,1,27,3.0,6,1,0,5
TA31LN,28,35,8.541245460510254,2,False,2,3,1,2,28,3.0,7,1,0,5
TA31LN,65,36,8.079895496368408,2,False,2,3,1,2,29,3.0,8,1,0,5
TA31LN,75,37,16.392138719558716,2,True,2,4,0,4,30,3.0,1,1,1,6
TA31LN,53,38,12.39496088027954,1,False,2,3,1,2,30,4.0,0,0,0,6
TA31LN,14,39,16.274805545806885,1,True,2,4,0,4,31,3.0,1,1,1,7
TA31LN,16,40,10.63923716545105,1,False,2,3,1,3,31,4.0,0,0,0,7
TA31LN,33,41,5.137076616287232,1,False,2,3,1,1,32,3.0,1,1,0,7
TA31LN,50,42,18.52900648117065,2,False,2,3,1,3,33,3.0,2,1,0,7
TA31LN,35,43,10.666391849517822,1,False,2,2,1,1,34,3.0,3,1,0,7
TA31LN,70,44,19.08575677871704,1,True,1,4,0,4,35,2.0,1,1,1,8
TA31LN,7,45,17.143236875534058,1,True,2,4,0,4,35,4.0,2,0,0,8
TA31LN,77,46,11.699897050857544,2,False,2,3,1,2,35,4.0,0,0,0,8
TA31LN,13,47,8.191671133041382,1,False,2,3,1,1,36,3.0,1,1,0,8
TA31LN,36,48,9.968060731887816,1,False,2,3,1,3,37,3.0,2,1,0,8
TA31LN,79,49,10.725959062576294,1,False,2,2,1,2,38,3.0,3,1,0,8
TA31LN,73,50,15.14839482307434,1,False,1,4,1,4,39,2.0,4,1,0,8
TA31LN,40,51,12.441843748092651,1,False,2,4,1,3,40,4.0,5,1,0,8
TA31LN,40,52,11.275794506072998,2,False,2,3,1,3,41,4.0,6,1,0,8
TA31LN,67,53,16.14344334602356,1,True,2,4,0,4,42,3.0,1,1,1,9
TA31LN,41,54,6.998941421508789,1,False,2,4,1,1,42,4.0,0,0,0,9
TA31LN,64,55,15.323033332824709,1,False,2,3,1,4,43,4.0,1,1,0,9
TA31LN,33,56,4.756602764129639,2,False,2,2,1,1,44,3.0,2,1,0,9
TA31LN,64,57,10.043553113937378,2,False,2,3,1,2,45,2.0,3,1,0,9
TA31LN,68,58,4.96247410774231,3,False,2,2,1,1,46,3.0,4,1,0,9
TA31LN,2,59,13.594849348068236,3,False,2,3,1,4,47,2.0,5,1,0,9
TA31LN,72,60,6.291195392608643,3,False,2,2,1,1,48,3.0,6,1,0,9
TA31LN,12,61,9.30821681022644,1,False,2,3,1,2,49,2.0,7,1,0,9
TA31LN,35,62,16.75552535057068,2,True,2,3,0,4,50,3.0,1,1,1,10
TA31LN,16,63,7.899973630905151,2,False,2,2,1,1,50,3.0,0,0,0,10
TA31LN,17,64,11.013218879699709,1,False,2,2,1,1,51,2.0,1,1,0,10
TA31LN,65,65,8.325922966003418,3,False,2,2,1,2,52,2.0,2,1,0,10
TA31LN,12,66,8.320858716964722,2,False,2,2,1,2,53,2.0,3,1,0,10
TA31LN,73,67,5.2115700244903564,2,False,2,2,1,1,54,2.0,4,1,0,10
TA31LN,16,68,4.481003046035767,3,False,1,2,1,1,55,2.0,5,1,0,10
TA31LN,20,69,5.021074056625366,2,False,1,2,1,1,56,2.0,6,1,0,10
TA31LN,32,70,8.179504871368408,1,False,1,3,1,2,57,2.0,7,1,0,10
TA31LN,9,71,8.722629070281982,1,False,1,2,1,2,58,3.0,8,1,0,10
TA31LN,64,72,14.2599356174469,3,False,1,4,1,4,59,2.0,9,1,0,10
TA31LN,61,73,18.268309593200684,1,True,1,4,0,4,60,4.0,1,1,1,11
TA31LN,23,74,12.4487886428833,1,False,1,3,1,2,60,4.0,0,0,0,11
TA31LN,30,75,7.953675746917725,2,False,1,2,1,2,61,3.0,1,1,0,11
TA31LN,77,76,15.627238035202026,3,True,1,4,0,4,62,2.0,1,1,1,12
TA31LN,25,77,18.82992672920227,1,True,1,7,0,4,62,4.0,2,0,0,12
TA31LN,37,78,12.950330972671509,1,False,2,5,1,3,62,7.0,0,0,0,12
TA31LN,21,79,9.264544248580933,2,False,2,4,1,2,63,5.0,1,1,0,12
TA31LN,47,80,11.16738986968994,1,False,1,4,1,2,64,4.0,2,1,0,12
TA31LN,39,81,9.75677752494812,1,False,2,3,1,2,65,4.0,3,1,0,12
TA31LN,27,82,7.209482192993164,1,False,1,2,1,1,66,3.0,4,1,0,12
TA31LN,48,83,8.726017475128174,2,False,1,2,1,2,67,2.0,5,1,0,12
TA31LN,54,84,16.7033269405365,1,True,1,3,0,4,68,2.0,1,1,1,13
TA31LN,76,85,11.661437749862673,1,False,2,3,1,2,68,3.0,0,0,0,13
TA31LN,8,86,17.200488805770874,2,True,2,6,0,4,69,3.0,1,1,1,14
